Time;Voltage;Current;Power;
18:56:28 12/06/2024;5.05;0.507;2.560;
18:56:29 12/06/2024;5.05;0.499;2.519;
18:56:29 12/06/2024;5.05;0.506;2.555;
18:56:30 12/06/2024;5.05;0.501;2.530;
18:56:30 12/06/2024;5.05;0.504;2.545;
18:56:31 12/06/2024;5.05;0.529;2.671;
18:56:31 12/06/2024;5.05;0.505;2.550;
18:56:32 12/06/2024;5.05;0.502;2.535;
18:56:32 12/06/2024;5.05;0.507;2.560;
18:56:33 12/06/2024;5.05;0.511;2.580;
18:56:33 12/06/2024;5.05;0.548;2.767;
18:56:34 12/06/2024;5.04;0.560;2.822;
18:56:34 12/06/2024;5.05;0.504;2.545;
18:56:35 12/06/2024;5.05;0.506;2.555;
18:56:35 12/06/2024;5.05;0.502;2.535;
18:56:36 12/06/2024;5.05;0.510;2.575;
18:56:36 12/06/2024;5.05;0.513;2.590;
18:56:37 12/06/2024;5.05;0.509;2.570;
18:56:37 12/06/2024;5.05;0.507;2.560;
18:56:38 12/06/2024;5.05;0.510;2.575;
18:56:38 12/06/2024;5.05;0.502;2.535;
18:56:39 12/06/2024;5.05;0.509;2.570;
18:56:39 12/06/2024;5.05;0.505;2.550;
18:56:40 12/06/2024;5.05;0.512;2.585;
18:56:40 12/06/2024;5.04;0.594;2.993;
18:56:41 12/06/2024;5.05;0.506;2.555;
18:56:41 12/06/2024;5.05;0.509;2.570;
18:56:42 12/06/2024;5.05;0.507;2.560;
18:56:42 12/06/2024;5.05;0.509;2.570;
18:56:43 12/06/2024;5.05;0.506;2.555;
18:56:43 12/06/2024;5.05;0.508;2.565;
18:56:44 12/06/2024;5.05;0.511;2.580;
18:56:44 12/06/2024;5.05;0.514;2.595;
18:56:45 12/06/2024;5.05;0.503;2.540;
18:56:45 12/06/2024;5.05;0.502;2.535;
18:56:46 12/06/2024;5.05;0.505;2.550;
18:56:46 12/06/2024;5.05;0.542;2.737;
18:56:47 12/06/2024;5.05;0.579;2.923;
18:56:47 12/06/2024;5.05;0.536;2.706;
18:56:48 12/06/2024;5.05;0.505;2.550;
18:56:48 12/06/2024;5.05;0.503;2.540;
18:56:49 12/06/2024;5.05;0.504;2.545;
18:56:49 12/06/2024;5.05;0.505;2.550;
18:56:50 12/06/2024;5.05;0.508;2.565;
18:56:50 12/06/2024;5.05;0.545;2.752;
18:56:51 12/06/2024;5.05;0.498;2.514;
18:56:51 12/06/2024;5.05;0.508;2.565;
18:56:52 12/06/2024;5.04;0.588;2.963;
18:56:52 12/06/2024;5.05;0.506;2.555;
18:56:53 12/06/2024;5.05;0.520;2.626;
18:56:53 12/06/2024;5.05;0.508;2.565;
18:56:54 12/06/2024;5.05;0.512;2.585;
18:56:54 12/06/2024;5.05;0.500;2.525;
18:56:55 12/06/2024;5.05;0.507;2.560;
18:56:55 12/06/2024;5.05;0.508;2.565;
18:56:56 12/06/2024;5.05;0.503;2.540;
18:56:56 12/06/2024;5.05;0.509;2.570;
18:56:57 12/06/2024;5.05;0.506;2.555;
18:56:57 12/06/2024;5.05;0.512;2.585;
18:56:58 12/06/2024;5.05;0.505;2.550;
18:56:58 12/06/2024;5.05;0.502;2.535;
18:56:59 12/06/2024;5.04;0.588;2.963;
18:56:59 12/06/2024;5.05;0.519;2.620;
18:57:00 12/06/2024;5.05;0.506;2.555;
18:57:00 12/06/2024;5.05;0.506;2.555;
18:57:01 12/06/2024;5.05;0.559;2.822;
18:57:01 12/06/2024;5.05;0.509;2.570;
18:57:02 12/06/2024;5.05;0.506;2.555;
18:57:02 12/06/2024;5.05;0.525;2.651;
18:57:03 12/06/2024;5.05;0.499;2.519;
18:57:03 12/06/2024;5.05;0.510;2.575;
18:57:04 12/06/2024;5.05;0.505;2.550;
18:57:04 12/06/2024;5.05;0.503;2.540;
18:57:05 12/06/2024;5.05;0.519;2.620;
18:57:05 12/06/2024;5.05;0.503;2.540;
18:57:06 12/06/2024;5.05;0.506;2.555;
18:57:06 12/06/2024;5.05;0.592;2.989;
18:57:07 12/06/2024;5.05;0.506;2.555;
18:57:07 12/06/2024;5.05;0.504;2.545;
18:57:08 12/06/2024;5.05;0.566;2.858;
18:57:08 12/06/2024;5.05;0.505;2.550;
18:57:09 12/06/2024;5.05;0.508;2.565;
18:57:09 12/06/2024;5.05;0.519;2.620;
18:57:10 12/06/2024;5.05;0.511;2.580;
18:57:10 12/06/2024;5.05;0.509;2.570;
18:57:11 12/06/2024;5.05;0.507;2.560;
18:57:11 12/06/2024;5.05;0.506;2.555;
18:57:12 12/06/2024;5.05;0.505;2.550;
18:57:12 12/06/2024;5.05;0.505;2.550;
18:57:13 12/06/2024;5.05;0.503;2.540;
18:57:13 12/06/2024;5.05;0.510;2.575;
18:57:14 12/06/2024;5.05;0.521;2.631;
18:57:14 12/06/2024;5.05;0.498;2.514;
18:57:15 12/06/2024;5.06;0.509;2.575;
18:57:15 12/06/2024;5.05;0.499;2.519;
18:57:16 12/06/2024;5.05;0.514;2.595;
18:57:16 12/06/2024;5.05;0.499;2.519;
18:57:17 12/06/2024;5.05;0.504;2.545;
18:57:17 12/06/2024;5.05;0.503;2.540;
18:57:18 12/06/2024;5.05;0.507;2.560;
18:57:18 12/06/2024;5.05;0.506;2.555;
18:57:19 12/06/2024;5.05;0.520;2.626;
18:57:19 12/06/2024;5.05;0.566;2.858;
18:57:20 12/06/2024;5.05;0.505;2.550;
18:57:20 12/06/2024;5.05;0.503;2.540;
18:57:21 12/06/2024;5.05;0.569;2.873;
18:57:21 12/06/2024;5.05;0.505;2.550;
18:57:22 12/06/2024;5.05;0.508;2.565;
18:57:22 12/06/2024;5.05;0.544;2.747;
18:57:23 12/06/2024;5.05;0.512;2.585;
18:57:23 12/06/2024;5.05;0.503;2.540;
18:57:24 12/06/2024;5.05;0.507;2.560;
18:57:24 12/06/2024;5.05;0.505;2.550;
18:57:25 12/06/2024;5.05;0.502;2.535;
18:57:25 12/06/2024;5.05;0.556;2.807;
18:57:26 12/06/2024;5.05;0.502;2.535;
18:57:26 12/06/2024;5.05;0.516;2.605;
18:57:27 12/06/2024;5.05;0.498;2.514;
18:57:27 12/06/2024;5.05;0.505;2.550;
18:57:28 12/06/2024;5.05;0.505;2.550;
18:57:28 12/06/2024;5.05;0.557;2.812;
18:57:29 12/06/2024;5.05;0.517;2.610;
18:57:29 12/06/2024;5.05;0.499;2.519;
18:57:30 12/06/2024;5.05;0.502;2.535;
18:57:30 12/06/2024;5.05;0.526;2.656;
18:57:31 12/06/2024;5.05;0.507;2.560;
18:57:31 12/06/2024;5.05;0.502;2.535;
18:57:32 12/06/2024;5.05;0.508;2.565;
18:57:32 12/06/2024;5.05;0.508;2.565;
18:57:33 12/06/2024;5.05;0.512;2.585;
18:57:33 12/06/2024;5.05;0.510;2.575;
18:57:34 12/06/2024;5.05;0.510;2.575;
18:57:34 12/06/2024;5.05;0.505;2.550;
18:57:35 12/06/2024;5.05;0.502;2.535;
18:57:35 12/06/2024;5.05;0.507;2.560;
18:57:36 12/06/2024;5.05;0.509;2.570;
18:57:36 12/06/2024;5.05;0.501;2.530;
18:57:37 12/06/2024;5.05;0.507;2.560;
18:57:37 12/06/2024;5.05;0.506;2.555;
18:57:38 12/06/2024;5.05;0.508;2.565;
18:57:38 12/06/2024;5.05;0.500;2.525;
18:57:39 12/06/2024;5.05;0.504;2.545;
18:57:39 12/06/2024;5.05;0.512;2.585;
18:57:40 12/06/2024;5.05;0.515;2.600;
18:57:40 12/06/2024;5.05;0.498;2.514;
18:57:41 12/06/2024;5.05;0.507;2.560;
18:57:41 12/06/2024;5.05;0.506;2.555;
18:57:42 12/06/2024;5.05;0.508;2.565;
18:57:42 12/06/2024;5.05;0.510;2.575;
18:57:43 12/06/2024;5.05;0.504;2.545;
18:57:43 12/06/2024;5.05;0.503;2.540;
18:57:44 12/06/2024;5.05;0.507;2.560;
18:57:44 12/06/2024;5.05;0.503;2.540;
18:57:45 12/06/2024;5.05;0.512;2.585;
18:57:45 12/06/2024;5.06;0.500;2.530;
18:57:46 12/06/2024;5.05;0.506;2.555;
18:57:46 12/06/2024;5.05;0.508;2.565;
18:57:47 12/06/2024;5.05;0.506;2.555;
18:57:47 12/06/2024;5.05;0.541;2.732;
18:57:48 12/06/2024;5.05;0.507;2.560;
18:57:48 12/06/2024;5.05;0.501;2.530;
18:57:49 12/06/2024;5.05;0.504;2.545;
18:57:49 12/06/2024;5.05;0.533;2.691;
18:57:50 12/06/2024;5.05;0.502;2.535;
18:57:50 12/06/2024;5.05;0.499;2.519;
18:57:51 12/06/2024;5.05;0.510;2.575;
18:57:51 12/06/2024;5.05;0.511;2.580;
18:57:52 12/06/2024;5.05;0.522;2.636;
18:57:52 12/06/2024;5.05;0.504;2.545;
18:57:53 12/06/2024;5.05;0.505;2.550;
18:57:53 12/06/2024;5.05;0.512;2.585;
18:57:54 12/06/2024;5.05;0.502;2.535;
18:57:54 12/06/2024;5.05;0.510;2.575;
18:57:55 12/06/2024;5.05;0.506;2.555;
18:57:55 12/06/2024;5.05;0.507;2.560;
18:57:56 12/06/2024;5.05;0.534;2.696;
18:57:56 12/06/2024;5.05;0.515;2.600;
18:57:57 12/06/2024;5.05;0.504;2.545;
18:57:57 12/06/2024;5.05;0.506;2.555;
18:57:58 12/06/2024;5.05;0.499;2.519;
18:57:58 12/06/2024;5.05;0.514;2.595;
18:57:59 12/06/2024;5.05;0.511;2.580;
18:57:59 12/06/2024;5.05;0.502;2.535;
18:58:00 12/06/2024;5.05;0.506;2.555;
18:58:00 12/06/2024;5.05;0.506;2.555;
18:58:01 12/06/2024;5.05;0.507;2.560;
18:58:01 12/06/2024;5.05;0.506;2.555;
18:58:02 12/06/2024;5.05;0.502;2.535;
18:58:02 12/06/2024;5.05;0.506;2.555;
18:58:03 12/06/2024;5.05;0.515;2.600;
18:58:03 12/06/2024;5.05;0.506;2.555;
18:58:04 12/06/2024;5.05;0.499;2.519;
18:58:04 12/06/2024;5.05;0.513;2.590;
18:58:05 12/06/2024;5.05;0.501;2.530;
18:58:05 12/06/2024;5.05;0.508;2.565;
18:58:06 12/06/2024;5.05;0.507;2.560;
18:58:06 12/06/2024;5.05;0.543;2.742;
18:58:07 12/06/2024;5.05;0.509;2.570;
18:58:07 12/06/2024;5.05;0.510;2.575;
18:58:08 12/06/2024;5.05;0.505;2.550;
18:58:08 12/06/2024;5.05;0.507;2.560;
18:58:09 12/06/2024;5.05;0.512;2.585;
18:58:09 12/06/2024;5.05;0.509;2.570;
18:58:10 12/06/2024;5.05;0.503;2.540;
18:58:10 12/06/2024;5.05;0.503;2.540;
18:58:11 12/06/2024;5.05;0.508;2.565;
18:58:11 12/06/2024;5.05;0.502;2.535;
18:58:12 12/06/2024;5.05;0.505;2.550;
18:58:12 12/06/2024;5.05;0.553;2.792;
18:58:13 12/06/2024;5.05;0.565;2.853;
18:58:13 12/06/2024;5.05;0.503;2.540;
18:58:14 12/06/2024;5.05;0.500;2.525;
18:58:14 12/06/2024;5.05;0.513;2.590;
18:58:15 12/06/2024;5.05;0.509;2.570;
18:58:15 12/06/2024;5.05;0.542;2.737;
18:58:16 12/06/2024;5.05;0.509;2.570;
18:58:16 12/06/2024;5.05;0.506;2.555;
18:58:17 12/06/2024;5.05;0.528;2.666;
18:58:17 12/06/2024;5.05;0.511;2.580;
18:58:18 12/06/2024;5.05;0.506;2.555;
18:58:18 12/06/2024;5.05;0.508;2.565;
18:58:19 12/06/2024;5.05;0.506;2.555;
18:58:19 12/06/2024;5.05;0.514;2.595;
18:58:20 12/06/2024;5.05;0.507;2.560;
18:58:20 12/06/2024;5.05;0.504;2.545;
18:58:21 12/06/2024;5.05;0.512;2.585;
18:58:21 12/06/2024;5.05;0.506;2.555;
18:58:22 12/06/2024;5.05;0.505;2.550;
18:58:22 12/06/2024;5.05;0.503;2.540;
18:58:23 12/06/2024;5.05;0.511;2.580;
18:58:23 12/06/2024;5.06;0.499;2.524;
18:58:24 12/06/2024;5.05;0.507;2.560;
18:58:24 12/06/2024;5.05;0.505;2.550;
18:58:25 12/06/2024;5.05;0.512;2.585;
18:58:25 12/06/2024;5.05;0.510;2.575;
18:58:26 12/06/2024;5.05;0.540;2.727;
18:58:26 12/06/2024;5.05;0.509;2.570;
18:58:27 12/06/2024;5.05;0.510;2.575;
18:58:27 12/06/2024;5.05;0.501;2.530;
18:58:28 12/06/2024;5.05;0.506;2.555;
18:58:28 12/06/2024;5.05;0.506;2.555;
18:58:29 12/06/2024;5.05;0.502;2.535;
18:58:29 12/06/2024;5.05;0.509;2.570;
18:58:30 12/06/2024;5.05;0.508;2.565;
18:58:30 12/06/2024;5.05;0.505;2.550;
18:58:31 12/06/2024;5.06;0.504;2.550;
18:58:31 12/06/2024;5.05;0.506;2.555;
18:58:32 12/06/2024;5.05;0.511;2.580;
18:58:32 12/06/2024;5.05;0.501;2.530;
18:58:33 12/06/2024;5.05;0.510;2.575;
18:58:33 12/06/2024;5.05;0.563;2.843;
18:58:34 12/06/2024;5.05;0.507;2.560;
18:58:34 12/06/2024;5.05;0.502;2.535;
18:58:35 12/06/2024;5.05;0.512;2.585;
18:58:35 12/06/2024;5.05;0.499;2.519;
18:58:36 12/06/2024;5.05;0.514;2.595;
18:58:36 12/06/2024;5.05;0.534;2.696;
18:58:37 12/06/2024;5.05;0.506;2.555;
18:58:37 12/06/2024;5.05;0.502;2.535;
18:58:38 12/06/2024;5.05;0.566;2.858;
18:58:38 12/06/2024;5.05;0.525;2.651;
18:58:39 12/06/2024;5.06;0.500;2.530;
18:58:39 12/06/2024;5.05;0.508;2.565;
18:58:40 12/06/2024;5.05;0.506;2.555;
18:58:40 12/06/2024;5.05;0.505;2.550;
18:58:41 12/06/2024;5.05;0.508;2.565;
18:58:41 12/06/2024;5.05;0.506;2.555;
18:58:42 12/06/2024;5.05;0.499;2.519;
18:58:42 12/06/2024;5.05;0.503;2.540;
18:58:43 12/06/2024;5.05;0.505;2.550;
18:58:43 12/06/2024;5.05;0.504;2.545;
18:58:44 12/06/2024;5.05;0.502;2.535;
18:58:44 12/06/2024;5.05;0.508;2.565;
18:58:45 12/06/2024;5.05;0.577;2.913;
18:58:45 12/06/2024;5.05;0.541;2.732;
18:58:46 12/06/2024;5.05;0.499;2.519;
18:58:46 12/06/2024;5.05;0.509;2.570;
18:58:47 12/06/2024;5.05;0.510;2.575;
18:58:47 12/06/2024;5.05;0.514;2.595;
18:58:48 12/06/2024;5.05;0.502;2.535;
18:58:48 12/06/2024;5.05;0.505;2.550;
18:58:49 12/06/2024;5.05;0.508;2.565;
18:58:49 12/06/2024;5.05;0.510;2.575;
18:58:50 12/06/2024;5.05;0.512;2.585;
18:58:50 12/06/2024;5.05;0.501;2.530;
18:58:51 12/06/2024;5.05;0.512;2.585;
18:58:51 12/06/2024;5.05;0.499;2.519;
18:58:52 12/06/2024;5.05;0.507;2.560;
18:58:52 12/06/2024;5.05;0.500;2.525;
18:58:53 12/06/2024;5.05;0.505;2.550;
18:58:53 12/06/2024;5.05;0.505;2.550;
18:58:54 12/06/2024;5.05;0.505;2.550;
18:58:54 12/06/2024;5.05;0.508;2.565;
18:58:55 12/06/2024;5.05;0.510;2.575;
18:58:55 12/06/2024;5.05;0.515;2.600;
18:58:56 12/06/2024;5.05;0.515;2.600;
18:58:56 12/06/2024;5.05;0.516;2.605;
18:58:57 12/06/2024;5.05;0.509;2.570;
18:58:57 12/06/2024;5.05;0.563;2.843;
18:58:58 12/06/2024;5.05;0.506;2.555;
18:58:58 12/06/2024;5.05;0.506;2.555;
18:58:59 12/06/2024;5.05;0.509;2.570;
18:58:59 12/06/2024;5.05;0.509;2.570;
18:59:00 12/06/2024;5.05;0.510;2.575;
18:59:00 12/06/2024;5.05;0.526;2.656;
18:59:01 12/06/2024;5.05;0.504;2.545;
18:59:01 12/06/2024;5.05;0.507;2.560;
18:59:02 12/06/2024;5.05;0.518;2.615;
18:59:02 12/06/2024;5.05;0.507;2.560;
18:59:03 12/06/2024;5.05;0.505;2.550;
18:59:03 12/06/2024;5.05;0.512;2.585;
18:59:04 12/06/2024;5.05;0.510;2.575;
18:59:04 12/06/2024;5.05;0.504;2.545;
18:59:05 12/06/2024;5.05;0.505;2.550;
18:59:05 12/06/2024;5.05;0.509;2.570;
18:59:06 12/06/2024;5.05;0.509;2.570;
18:59:06 12/06/2024;5.05;0.509;2.570;
18:59:07 12/06/2024;5.05;0.513;2.590;
18:59:07 12/06/2024;5.05;0.507;2.560;
18:59:08 12/06/2024;5.05;0.513;2.590;
18:59:08 12/06/2024;5.05;0.507;2.560;
18:59:09 12/06/2024;5.05;0.503;2.540;
18:59:09 12/06/2024;5.05;0.499;2.519;
18:59:10 12/06/2024;5.05;0.511;2.580;
18:59:10 12/06/2024;5.05;0.507;2.560;
18:59:11 12/06/2024;5.06;0.503;2.545;
18:59:11 12/06/2024;5.05;0.502;2.535;
18:59:12 12/06/2024;5.05;0.505;2.550;
18:59:12 12/06/2024;5.05;0.586;2.959;
18:59:13 12/06/2024;5.05;0.506;2.555;
18:59:13 12/06/2024;5.05;0.500;2.525;
18:59:14 12/06/2024;5.05;0.515;2.600;
18:59:14 12/06/2024;5.05;0.503;2.540;
18:59:15 12/06/2024;5.05;0.510;2.575;
18:59:15 12/06/2024;5.05;0.500;2.525;
18:59:16 12/06/2024;5.05;0.505;2.550;
18:59:16 12/06/2024;5.05;0.505;2.550;
18:59:17 12/06/2024;5.06;0.504;2.550;
18:59:17 12/06/2024;5.06;0.499;2.524;
18:59:18 12/06/2024;5.05;0.507;2.560;
18:59:18 12/06/2024;5.05;0.514;2.595;
18:59:19 12/06/2024;5.05;0.592;2.989;
18:59:19 12/06/2024;5.05;0.499;2.519;
18:59:20 12/06/2024;5.05;0.521;2.631;
18:59:20 12/06/2024;5.05;0.547;2.762;
18:59:21 12/06/2024;5.05;0.507;2.560;
18:59:21 12/06/2024;5.05;0.509;2.570;
18:59:22 12/06/2024;5.05;0.510;2.575;
18:59:22 12/06/2024;5.05;0.503;2.540;
18:59:23 12/06/2024;5.05;0.507;2.560;
18:59:23 12/06/2024;5.05;0.506;2.555;
18:59:24 12/06/2024;5.05;0.507;2.560;
18:59:24 12/06/2024;5.05;0.509;2.570;
18:59:25 12/06/2024;5.05;0.509;2.570;
18:59:25 12/06/2024;5.05;0.507;2.560;
18:59:26 12/06/2024;5.05;0.504;2.545;
18:59:26 12/06/2024;5.05;0.506;2.555;
18:59:27 12/06/2024;5.04;0.595;2.998;
18:59:27 12/06/2024;5.05;0.506;2.555;
18:59:28 12/06/2024;5.05;0.514;2.595;
18:59:28 12/06/2024;5.05;0.504;2.545;
18:59:29 12/06/2024;5.06;0.498;2.519;
18:59:29 12/06/2024;5.05;0.513;2.590;
18:59:30 12/06/2024;5.06;0.500;2.530;
18:59:30 12/06/2024;5.05;0.514;2.595;
18:59:31 12/06/2024;5.05;0.497;2.509;
18:59:31 12/06/2024;5.05;0.585;2.954;
18:59:32 12/06/2024;5.05;0.515;2.600;
18:59:32 12/06/2024;5.06;0.500;2.530;
18:59:33 12/06/2024;5.05;0.502;2.535;
18:59:33 12/06/2024;5.05;0.503;2.540;
18:59:34 12/06/2024;5.05;0.509;2.570;
18:59:34 12/06/2024;5.05;0.535;2.701;
18:59:35 12/06/2024;5.05;0.501;2.530;
18:59:35 12/06/2024;5.05;0.514;2.595;
18:59:36 12/06/2024;5.05;0.505;2.550;
18:59:36 12/06/2024;5.05;0.506;2.555;
18:59:37 12/06/2024;5.05;0.506;2.555;
18:59:37 12/06/2024;5.05;0.509;2.570;
18:59:38 12/06/2024;5.06;0.507;2.565;
18:59:38 12/06/2024;5.06;0.500;2.530;
18:59:39 12/06/2024;5.05;0.514;2.595;
18:59:39 12/06/2024;5.05;0.502;2.535;
18:59:40 12/06/2024;5.06;0.506;2.560;
18:59:40 12/06/2024;5.05;0.512;2.585;
18:59:41 12/06/2024;5.06;0.498;2.519;
18:59:41 12/06/2024;5.05;0.514;2.595;
18:59:42 12/06/2024;5.05;0.501;2.530;
18:59:42 12/06/2024;5.05;0.504;2.545;
18:59:43 12/06/2024;5.06;0.497;2.514;
18:59:43 12/06/2024;5.05;0.505;2.550;
18:59:44 12/06/2024;5.05;0.530;2.676;
18:59:44 12/06/2024;5.06;0.502;2.540;
18:59:45 12/06/2024;5.05;0.563;2.843;
18:59:45 12/06/2024;5.05;0.504;2.545;
18:59:46 12/06/2024;5.05;0.511;2.580;
18:59:46 12/06/2024;5.05;0.502;2.535;
18:59:47 12/06/2024;5.06;0.503;2.545;
18:59:47 12/06/2024;5.05;0.508;2.565;
18:59:48 12/06/2024;5.05;0.514;2.595;
18:59:48 12/06/2024;5.05;0.504;2.545;
18:59:49 12/06/2024;5.06;0.502;2.540;
18:59:49 12/06/2024;5.05;0.506;2.555;
18:59:50 12/06/2024;5.06;0.501;2.535;
18:59:50 12/06/2024;5.05;0.525;2.651;
18:59:51 12/06/2024;5.05;0.506;2.555;
18:59:51 12/06/2024;5.05;0.505;2.550;
18:59:52 12/06/2024;5.05;0.511;2.580;
18:59:52 12/06/2024;5.06;0.505;2.555;
18:59:53 12/06/2024;5.05;0.508;2.565;
18:59:53 12/06/2024;5.06;0.500;2.530;
18:59:54 12/06/2024;5.05;0.513;2.590;
18:59:54 12/06/2024;5.05;0.505;2.550;
18:59:55 12/06/2024;5.05;0.508;2.565;
18:59:55 12/06/2024;5.05;0.505;2.550;
18:59:56 12/06/2024;5.05;0.509;2.570;
18:59:56 12/06/2024;5.06;0.503;2.545;
18:59:57 12/06/2024;5.05;0.515;2.600;
18:59:57 12/06/2024;5.05;0.502;2.535;
18:59:58 12/06/2024;5.06;0.504;2.550;
18:59:58 12/06/2024;5.05;0.504;2.545;
18:59:59 12/06/2024;5.05;0.570;2.878;
18:59:59 12/06/2024;5.05;0.521;2.631;
19:00:00 12/06/2024;5.06;0.499;2.524;
19:00:00 12/06/2024;5.05;0.502;2.535;
19:00:01 12/06/2024;5.05;0.507;2.560;
19:00:01 12/06/2024;5.06;0.501;2.535;
19:00:02 12/06/2024;5.05;0.503;2.540;
19:00:02 12/06/2024;5.05;0.501;2.530;
19:00:03 12/06/2024;5.05;0.534;2.696;
19:00:03 12/06/2024;5.05;0.505;2.550;
19:00:04 12/06/2024;5.05;0.577;2.913;
19:00:04 12/06/2024;5.05;0.511;2.580;
19:00:05 12/06/2024;5.05;0.507;2.560;
19:00:05 12/06/2024;5.05;0.507;2.560;
19:00:06 12/06/2024;5.05;0.505;2.550;
19:00:06 12/06/2024;5.05;0.511;2.580;
19:00:07 12/06/2024;5.06;0.498;2.519;
19:00:07 12/06/2024;5.05;0.504;2.545;
19:00:08 12/06/2024;5.05;0.512;2.585;
19:00:08 12/06/2024;5.05;0.507;2.560;
19:00:09 12/06/2024;5.05;0.503;2.540;
19:00:09 12/06/2024;5.05;0.507;2.560;
19:00:10 12/06/2024;5.05;0.500;2.525;
19:00:10 12/06/2024;5.05;0.509;2.570;
19:00:11 12/06/2024;5.05;0.512;2.585;
19:00:11 12/06/2024;5.05;0.508;2.565;
19:00:12 12/06/2024;5.05;0.504;2.545;
19:00:12 12/06/2024;5.05;0.504;2.545;
19:00:13 12/06/2024;5.05;0.503;2.540;
19:00:13 12/06/2024;5.05;0.508;2.565;
19:00:14 12/06/2024;5.05;0.510;2.575;
19:00:14 12/06/2024;5.05;0.501;2.530;
19:00:15 12/06/2024;5.05;0.511;2.580;
19:00:15 12/06/2024;5.06;0.503;2.545;
19:00:16 12/06/2024;5.05;0.508;2.565;
19:00:16 12/06/2024;5.05;0.500;2.525;
19:00:17 12/06/2024;5.05;0.511;2.580;
19:00:17 12/06/2024;5.05;0.506;2.555;
19:00:18 12/06/2024;5.05;0.508;2.565;
19:00:18 12/06/2024;5.05;0.504;2.545;
19:00:19 12/06/2024;5.05;0.502;2.535;
19:00:19 12/06/2024;5.05;0.501;2.530;
19:00:20 12/06/2024;5.05;0.503;2.540;
19:00:20 12/06/2024;5.05;0.532;2.686;
19:00:21 12/06/2024;5.05;0.567;2.863;
19:00:21 12/06/2024;5.06;0.500;2.530;
19:00:22 12/06/2024;5.05;0.510;2.575;
19:00:22 12/06/2024;5.05;0.512;2.585;
19:00:23 12/06/2024;5.05;0.503;2.540;
19:00:23 12/06/2024;5.05;0.503;2.540;
19:00:24 12/06/2024;5.05;0.506;2.555;
19:00:24 12/06/2024;5.05;0.530;2.676;
19:00:25 12/06/2024;5.05;0.537;2.711;
19:00:25 12/06/2024;5.06;0.503;2.545;
19:00:26 12/06/2024;5.05;0.521;2.631;
19:00:26 12/06/2024;5.05;0.537;2.711;
19:00:27 12/06/2024;5.05;0.509;2.570;
19:00:27 12/06/2024;5.06;0.503;2.545;
19:00:28 12/06/2024;5.05;0.508;2.565;
19:00:28 12/06/2024;5.05;0.508;2.565;
19:00:29 12/06/2024;5.05;0.508;2.565;
19:00:29 12/06/2024;5.05;0.502;2.535;
19:00:30 12/06/2024;5.05;0.511;2.580;
19:00:30 12/06/2024;5.05;0.537;2.711;
19:00:31 12/06/2024;5.05;0.512;2.585;
19:00:31 12/06/2024;5.06;0.503;2.545;
19:00:32 12/06/2024;5.05;0.511;2.580;
19:00:32 12/06/2024;5.05;0.506;2.555;
19:00:33 12/06/2024;5.05;0.505;2.550;
19:00:33 12/06/2024;5.05;0.507;2.560;
19:00:34 12/06/2024;5.05;0.506;2.555;
19:00:34 12/06/2024;5.05;0.505;2.550;
19:00:35 12/06/2024;5.05;0.510;2.575;
19:00:35 12/06/2024;5.05;0.508;2.565;
19:00:36 12/06/2024;5.05;0.503;2.540;
19:00:36 12/06/2024;5.05;0.503;2.540;
19:00:37 12/06/2024;5.05;0.583;2.944;
19:00:37 12/06/2024;5.05;0.521;2.631;
19:00:38 12/06/2024;5.06;0.499;2.524;
19:00:38 12/06/2024;5.05;0.508;2.565;
19:00:39 12/06/2024;5.05;0.504;2.545;
19:00:39 12/06/2024;5.05;0.508;2.565;
19:00:40 12/06/2024;5.04;0.596;3.003;
19:00:40 12/06/2024;5.05;0.505;2.550;
19:00:41 12/06/2024;5.05;0.508;2.565;
19:00:41 12/06/2024;5.05;0.506;2.555;
19:00:42 12/06/2024;5.05;0.508;2.565;
19:00:42 12/06/2024;5.05;0.503;2.540;
19:00:43 12/06/2024;5.06;0.503;2.545;
19:00:43 12/06/2024;5.05;0.520;2.626;
19:00:44 12/06/2024;5.05;0.507;2.560;
19:00:44 12/06/2024;5.05;0.499;2.519;
19:00:45 12/06/2024;5.05;0.512;2.585;
19:00:45 12/06/2024;5.05;0.501;2.530;
19:00:46 12/06/2024;5.05;0.504;2.545;
19:00:46 12/06/2024;5.05;0.508;2.565;
19:00:47 12/06/2024;5.06;0.504;2.550;
19:00:47 12/06/2024;5.05;0.503;2.540;
19:00:48 12/06/2024;5.06;0.508;2.570;
19:00:48 12/06/2024;5.06;0.501;2.535;
19:00:49 12/06/2024;5.05;0.505;2.550;
19:00:49 12/06/2024;5.05;0.502;2.535;
19:00:50 12/06/2024;5.05;0.539;2.721;
19:00:50 12/06/2024;5.05;0.512;2.585;
19:00:51 12/06/2024;5.05;0.531;2.681;
19:00:51 12/06/2024;5.05;0.550;2.777;
19:00:52 12/06/2024;5.05;0.512;2.585;
19:00:52 12/06/2024;5.05;0.510;2.575;
19:00:53 12/06/2024;5.05;0.507;2.560;
19:00:53 12/06/2024;5.05;0.503;2.540;
19:00:54 12/06/2024;5.05;0.505;2.550;
19:00:54 12/06/2024;5.05;0.508;2.565;
19:00:55 12/06/2024;5.05;0.507;2.560;
19:00:55 12/06/2024;5.05;0.510;2.575;
19:00:56 12/06/2024;5.06;0.505;2.555;
19:00:56 12/06/2024;5.05;0.500;2.525;
